text,video,start,end,Chunk_hate,Hate_Label
 You get pussy?,hate_video_53,77.2,77.6,1,1
 Ooga booga?,hate_video_53,77.96,78.46,1,1
 You get pussy.,hate_video_53,79.56,80.24,1,1
 Ooga booga?,hate_video_53,80.5,81.0,1,1
 I'll do monkey dance if you tell me if you get pussy.,hate_video_53,82.02,84.28,1,1
 Do you need a banana to talk? You get no pussy. Ooga booga? I'll do monkey dance if you tell me if you get pussy. You need a banana to talk? You get no pussy. That nigga gets no pussy. I'll beat the fuck out of the team. Banana to talk? Banana to talk? Yeah? Yeah? Look at this dude bro. Black nigger? Nigger savage free pop mostly yes when you guys are slaves that's what you got you know you guys,hate_video_53,108.0,112.2,1,1
 are,hate_video_53,112.2,112.68,1,1
 you guys were all dick washers backing in Egypt,hate_video_53,112.68,115.96,1,1
 you know when you dumb niggers talk about all the shit yeah we was changed,hate_video_53,115.96,120.96,1,1
 yeah we usually be changed in Queens and africa and shit before the white man came and yeah fuck up meanwhile the truth is the truth is the niggers,hate_video_53,120.96,133.28,1,1
 the niggers are the ones who were washing dicks they were washing dicks in uh... in,hate_video_53,133.28,141.22,1,1
 egypt that's what they were doing. Recording. Are you recording?,hate_video_53,141.22,145.38,1,1
 Are you recording?,hate_video_53,146.2,146.6,1,1
 Ready?,hate_video_53,147.6,147.8,1,1
 Are you ready?,hate_video_53,150.14,150.86,1,1
 Let me know where you're from.,hate_video_53,150.86,151.7,1,1
 Where's he from?,hate_video_53,153.48,154.36,1,1
 My name is Paul Miller.,hate_video_53,154.66,156.14,1,1
 People know me as Gypsy Crusader.,hate_video_53,157.02,158.8,1,1
 I hate niggers.,hate_video_53,159.76,160.8,1,1
 I hate Jews.,hate_video_53,161.4,162.24,1,1
 And I can't fucking wait,hate_video_53,163.14,164.84,1,1
 until we lynch every single fucking one of you.,hate_video_53,164.84,167.84,1,1
 People don't scare me.,hate_video_53,170.06,171.4,1,1
 You're a black piece of garbage.,hate_video_53,172.28,173.76,1,1
 That's all you are.,hate_video_53,174.4,175.02,1,1
" Music Chimpefizers, are disgusting",hate_video_54,29.98,30.52,0,1
" SJW is, cockning",hate_video_54,30.52,33.32,0,1
" We are, LSD, truth masters, suffocating, niggers in, plaster.",hate_video_54,33.32,48.78,1,1
" LSD showed me chin, niggers are a disaster.",hate_video_54,57.24,60.42,1,1
 Bow down before your LSD masters. Nigger.,hate_video_54,61.32,69.4,1,1
 Why do niggers smell so bad?,hate_video_54,71.88,73.8,1,1
 Blinch all the niggers.,hate_video_54,76.0,78.84,1,1
 Stupid nigger.,hate_video_54,80.12,80.58,1,1
" When you attack people, please police shoot you Ninja the nigger",hate_video_54,83.52,88.4,1,1
 Stupid nigger,hate_video_54,88.4,92.66,1,1
" When you attack people, the police shoot you Watching NFL on LSD showed me, blacks are not human.",hate_video_54,92.66,114.96,1,1
" Dumb, SJWY are you assuming?",hate_video_54,115.78,118.3,1,1
" Science proves, that niggers are chips.",hate_video_54,127.78,128.58,1,1
 They are the same.,hate_video_54,129.44,129.8,1,1
 Shut the fuck.,hate_video_54,130.48,130.76,1,1
 Upcut SJW.,hate_video_54,132.14,132.52,1,1
 Feminist.,hate_video_54,133.04,133.38,1,1
 Nigger.,hate_video_54,133.7,137.7,1,1
 Why do niggers smell so bad?,hate_video_54,139.94,141.88,1,1
 Linguish all the niggers,hate_video_54,143.94,145.0,1,1
" Stupid nigger, when you attack people, the police shoot you",hate_video_54,145.0,151.66,1,1
 They control the niggers,hate_video_54,151.66,157.0,1,1
" Stupid nigger, when you attack people, the police shoot you.",hate_video_54,157.0,182.059,1,1
 Leroy the Big Lipped Nigger,hate_video_55,4.4,7.0,1,1
 Also had a pushed-in nose,hate_video_55,7.0,10.0,1,1
 And if he took his boots off,hate_video_55,10.0,13.0,1,1
 You could even see eleven toes,hate_video_55,13.0,17.0,0,1
 All of the other Negroes,hate_video_55,17.0,20.0,1,1
 Used to laugh and call him Bumbles,hate_video_55,20.0,23.0,1,1
 They would let poor Leroy join in any Negro rumbles.,hate_video_55,23.0,28.22,1,1
" Then one balmy summer's eve, some Dagos came to town.",hate_video_55,29.26,34.4,0,1
" Beating up Polacks, stomping on niggers, spreading grease all around.",hate_video_55,35.54,40.72,1,1
 Leroy the big-lip nigger was polishing his Cadillac car. Some grease spattered on his,hate_video_55,41.84,49.52,1,1
" windshield. He said, you geese are gone too fucking far. Two little guineas hit the ground.",hate_video_55,49.52,57.18,0,1
 FOMO went and ran. There stood Leroy wiggling his lips with a shotgun in his hands.,hate_video_55,57.18,65.62,0,1
 Leroy the big lip nigger got set up for 20 years.,hate_video_55,66.66,71.96,1,1
 But Leroy is not alone there.,hate_video_55,72.82,75.22,0,1
 His cellmate's a Polack with great big ears.,hate_video_55,75.64,79.38,0,1
 So eat shit in the morning and fuck you!,hate_video_55,80.06,83.0,0,1
 Hello nigger my old friend,hate_video_56,0.84,5.0,1,1
 You've come to rob my house again,hate_video_56,5.0,10.0,1,1
 Cause you nigger softly creepy,hate_video_56,10.0,15.0,1,1
 You rob my house while I'm sleeping,hate_video_56,15.0,19.0,1,1
 And your stinky nigger smell in my brain still remains I is a trans nigger,hate_video_56,19.0,32.0,1,1
 The Thank you. Thank you. Thank you. The End,hate_video_57,29.98,209.98,0,1
 The Round control to major moon,hate_video_58,29.98,34.0,0,1
 Round control to major moon Major Moon.,hate_video_58,34.0,45.0,1,1
 Take your luck and make the niggers face their doom.,hate_video_58,45.0,52.0,1,1
 Ground control to Major Moon.,hate_video_58,52.0,59.0,1,1
 Commence the shooting of the pools. Head to Detroit and may the Clanslow be with you.,hate_video_58,59.0,72.0,1,1
 This is ground control to a German movie. You've really made the news.,hate_video_58,87.0,92.0,0,1
 And you've really caught the attention of the Jews.,hate_video_58,92.0,99.0,0,1
 Mr. Shekelstein is about to blow a fuse.,hate_video_58,99.0,107.0,0,1
 This is Major Moon to ground control.,hate_video_58,107.0,113.0,0,1
 I'm loading my AK.,hate_video_58,113.0,118.0,0,1
 And I'm laughing as I pull the trigger and spray.,hate_video_58,118.0,125.32,1,1
 I'll cover the streets in knicker blood today.,hate_video_58,129.92,132.72,1,1
" For here, I am doing all that I can.",hate_video_58,138.4,140.56,0,1
 In the middle of town.,hate_video_58,144.36,147.0,1,1
 Going to Moe Down.,hate_video_58,147.0,150.0,1,1
 Everyone whose skin is brown. I'm gonna kill you. I'm gonna kill you. I'm gonna kill you.,hate_video_58,150.0,166.0,1,1
 I'm gonna kill you.,hate_video_58,166.0,168.0,0,1
 I'm gonna kill you.,hate_video_58,168.0,170.0,0,1
 I'm gonna kill you.,hate_video_58,170.0,172.0,0,1
 I'm gonna kill you.,hate_video_58,172.0,174.0,0,1
 I'm gonna kill you.,hate_video_58,174.0,176.0,0,1
 I'm gonna kill you.,hate_video_58,176.0,178.0,0,1
 I'm gonna kill you.,hate_video_58,178.0,180.0,0,1
 I'm gonna kill you.,hate_video_58,180.0,182.0,0,1
 I'm gonna kill you.,hate_video_58,182.0,184.0,1,1
" Now, I have killed 100,000 spooks.",hate_video_58,184.0,187.0,1,1
 It's time to drop the nukes.,hate_video_58,187.0,191.0,1,1
 Slaughter every single person with a hooked nose.,hate_video_58,191.0,198.0,1,1
 Tell the clan I love them very much.,hate_video_58,198.0,203.0,1,1
 They know all.,hate_video_58,203.0,205.0,0,1
 Ground control to Ager Moon. The Jews are dead. See you real soon.,hate_video_58,208.0,214.0,0,1
" Congratulations, Ager Moon.",hate_video_58,215.0,217.0,0,1
" Congratulations, Ager Moon.",hate_video_58,218.0,221.0,0,1
" Congratulations, Ager Moon.",hate_video_58,221.0,224.0,0,1
 Here. I am doing all that I can.,hate_video_58,225.0,232.0,0,1
 The middle of town. Going to Moe Down Everyone Who's Skin Is Brown,hate_video_58,235.0,245.16,1,1
 So I have an ultimatum. So Bill Gates and the Illuminati got a herd of nigger cattle.,hate_video_60,0.66,12.76,1,1
 We got a herd of nigger cattle. We got a herd of nigger cattle. They got a big herd of nigger,hate_video_60,13.3,19.5,1,1
 cattle. Yippee-ki-yay. We're nigger cattle herders. We got a herd of nigger cattle. They are the most docile fucking nigger cattle.,hate_video_60,19.5,27.2,1,1
 We got them so docile.,hate_video_60,27.48,28.8,1,1
 We got this awesome big fucking herd of nigger cattle.,hate_video_60,29.18,32.26,1,1
 And they shit.,hate_video_60,32.96,33.74,1,1
 And they sit there and they watch TV and they shit.,hate_video_60,34.16,37.9,1,1
 It's the best fucking herd of nigger cattle.,hate_video_60,38.38,40.82,1,1
 We took away all their guns.,hate_video_60,41.14,42.42,1,1
 Now they just shit.,hate_video_60,42.68,43.74,1,1
 And we watch them and we're rich,hate_video_60,44.22,46.04,1,1
 we are so fucking rich we have so much fucking money we got this herd of nigger cattle,hate_video_60,46.04,52.14,1,1
 we got it we're milking the fucking nigger cattle it's the best thing ever so that's what,hate_video_60,52.14,59.6,1,1
 the illuminati got and I got a space alien.,hate_video_60,59.6,65.66,0,1
 So here's my ultimatum.,hate_video_60,67.44,67.84,1,1
" You can live in hell with your herd of nigger cattle,",hate_video_60,70.74,71.1,1,1
" or you can put me in charge of the space alien temple,",hate_video_60,76.42,77.36,1,1
 the third temple.,hate_video_60,78.14,78.34,1,1
" Okay, that simple.",hate_video_60,79.5,79.72,1,1
" Have fun with your nigger cattle, because I sure as hell ain't going to fucking suck",hate_video_60,81.12,83.2,1,1
 your fucking Jew nigger cock. Fuck yourself. You think I'm going to fucking enjoy nigger cattle because I sure as hell ain't gonna fucking suck your fucking Jew nigger cock. Fuck yourself. You think I'm gonna fucking enjoy nigger cattle after I've,hate_video_60,83.2,90.36,1,1
 had a fucking space alien? Are you fucking crazy? I've got a fucking space alien. Of,hate_video_60,90.36,95.14,1,1
 course I'm not gonna fuck with nigger cattle. Fuck yourself. You fucking think I'm... Enjoy,hate_video_60,95.14,101.84,1,1
 your fucking nigger cattle. You got the nigger cattle. You got the nigger cattle.,hate_video_60,101.84,105.34,1,1
 You got the nigger cattle.,hate_video_60,105.56,106.54,1,1
" Go, go, go, go.",hate_video_60,106.88,108.06,1,1
 You got the nigger cattle.,hate_video_60,108.24,109.22,1,1
 You got a fucking herd of nigger cattle.,hate_video_60,109.64,111.14,1,1
 Woo!,hate_video_60,111.26,111.44,1,1
 We got them so docile.,hate_video_60,111.94,113.32,1,1
 They just shit all day.,hate_video_60,114.4,115.82,0,1
 Isn't that great?,hate_video_60,115.92,116.6,0,1
 okay guys I think I am live now okay so all right so what do I mean by Canada is the new neighbor?,hate_video_61,15.74,25.62,1,1
 What do I mean?,hate_video_61,26.52,27.16,0,1
 What do I mean?,hate_video_61,27.68,28.2,0,1
" Well, you know, the problem, you know, what they say, the myth about black people, the black community, is that they disproportionately account for crime and poverty and drug use and stuff right so at this",hate_video_61,28.78,48.0,1,1
 time with the message out there I'm still and then on top of that we got wolves wolves can be,hate_video_61,48.0,57.2,1,1
 any color and they can be any nationality though they don't necessarily even have,hate_video_61,57.2,81.96,0,1
" okay so so my my stream my streaming is not good, but I'm not sure if this thing will come in its entirety.",hate_video_61,92.06,93.06,0,1
 I don't think I'm being censored or edited.,hate_video_61,93.06,95.54,0,1
 It's just my connection.,hate_video_61,95.54,97.54,0,1
" But the racist part of it is saying that it's black people, they're a bunch of niggers because disproportionately right they account for",hate_video_61,97.54,108.4,0,1
 all these bad statistics right i'm saying canada is the new neighborhood you know why disproportionately,hate_video_61,109.6,118.24,1,1
 on paper on the census i hope to god they don't start lying on the census.,hate_video_61,119.92,125.1,1,1
 Canada accounts for.,hate_video_61,126.54,128.58,1,1
" You know, the motive, the motive, you're looking for the motive.",hate_video_61,131.84,133.6,1,1
" Disproportionately, Canada is in the most debt.",hate_video_61,137.5,138.1,1,1
" And not just the government, the people.",hate_video_61,140.08,141.1,1,1
 Right?,hate_video_61,141.32,142.68,1,1
 Canada is disproportionately in the most debt per person. Disproportionately has the least education per person.,hate_video_61,148.24,158.24,1,1
 Canada is the new nigger.,hate_video_61,158.24,161.18,1,1
" By volume, by sheer number, maybe America might be more.",hate_video_61,161.18,165.44,0,1
" By sheer number, like say, you know, by sheer number, but proportionately, Canada is the new nigger.",hate_video_61,167.2,177.24,1,1
 You get my drift? Right.,hate_video_61,179.1,181.42,0,1
 That's my commentary for today,hate_video_61,184.8,188.9,0,1
 Coon Watch,hate_video_62,9.82,10.58,1,1
 The official,hate_video_62,10.58,13.02,1,1
 The original,hate_video_62,13.02,14.26,1,1
 Home,hate_video_62,14.26,15.32,1,1
 For coon shaming,hate_video_62,15.32,16.66,1,1
 Find all the coons you can handle,hate_video_62,16.66,19.3,1,1
 At coonwatch.com.,hate_video_62,19.3,26.02,1,1
" And candidate for the United States Senate,",hate_video_62,28.76,29.2,0,1
 Daryl Glenn.,hate_video_62,30.1,38.58,0,1
" You know, and quite frankly,",hate_video_62,40.1,40.24,0,1
" somebody with a nice tan,",hate_video_62,41.44,41.52,0,1
" somebody with a nice tan,",hate_video_62,42.74,42.82,0,1
" somebody with a nice tan,",hate_video_62,44.04,44.14,0,1
 somebody with a nice tan Somebody with a nice tan Somebody with a nice tan,hate_video_62,46.0,54.0,1,1
 You know and quite frankly somebody with a nice tan needs to say this All lives matter,hate_video_62,58.0,60.0,0,1
 Did you see the new Black Panthers outside? Where's Jesse Jackson and Al Sharpton?,hate_video_62,64.0,69.6,0,1
 They don't speak for Black America and they don't speak for me.,hate_video_62,70.72,73.44,0,1
" This is not about Black America, White America or Brown America. This is about the United States of America listen here boys and girls I got something for you don't worry about getting no black man little",hate_video_62,77.6,97.94,1,1
" girl don't worry about getting no black woman little boy and when you grow up don't worry about getting no black woman, little boy. And when you grow up, don't worry about your kids.",hate_video_62,97.94,105.64,1,1
 You don't need to worry about that.,hate_video_62,106.58,108.16,1,1
 All you need to do is do something good for white folks.,hate_video_62,108.6,111.92,1,1
" And if white folks love you, if they love you, you'll be all right, child.",hate_video_62,112.66,117.44,0,1
 You'll be with God.,hate_video_62,118.14,119.58,0,1
 Coon Watch.,hate_video_62,122.58,123.86,1,1
" The official, the original, home for coon shaming.",hate_video_62,124.94,129.94,1,1
 Find all the coons you can handle at coonwatch.com. Thank you.,hate_video_62,129.94,158.62,1,1
 sitting in my oh hello,hate_video_64,4.08,7.92,0,1
 what about gcc,hate_video_64,7.92,16.68,0,1
 i can't understand you what'd you say,hate_video_64,16.68,21.64,0,1
 do i see the fun in GCC?,hate_video_64,21.64,26.34,0,1
" Hell no, I'm a white man. I wrote my own fucking compiler not a nigger like Linus",hate_video_64,31.5,36.56,1,1
 I'm a professional. I started at Ticketmaster in 1990 and we wrote a compiler the difference in a professional and amateur,hate_video_64,36.56,43.44,1,1
 Nick the debit the difference between an amateur and a professional,hate_video_64,43.44,46.72,0,1
" is you write your own compiler, okay?",hate_video_64,46.72,49.02,0,1
" I have a 20,000 line divine intellect compiler",hate_video_64,52.76,56.98,0,1
 that operates just in time and ahead of time.,hate_video_64,56.98,59.72,0,1
 You seem to be in denial.,hate_video_64,60.06,61.18,0,1
 Why don't you fucking download my 2 meg?,hate_video_64,61.34,63.08,0,1
 You can download my 2 meg distribution,hate_video_64,63.24,65.54,0,1
" that has all the source code on it,",hate_video_64,65.54,67.44,0,1
 and you can compile with my fucking compiler.,hate_video_64,67.44,70.32,1,1
" You're a nigger, you're a fucking nigger.",hate_video_64,70.32,72.38,1,1
 Fucking nigger.,hate_video_64,76.52,77.36,1,1
" So, um,",hate_video_64,80.18,81.14,0,1
" Ring that bell, shout for joy, white men's this year.",hate_video_65,2.5,6.34,1,1
 Gather all those equals up and hearth them on the pier.,hate_video_65,6.76,10.62,1,1
" America's more white, and America's more black.",hate_video_65,11.74,15.68,1,1
